Stn,Datum,Tg,qTg,Tn,qTn,Tx,qTx
5,71,14,81,83,100,22,8
100,0,43,32,57,17,50,88
36,95,6,60,34,59,69,14
22,61,73,65,53,24,46,51
100,47,83,41,79,85,74,85
68,32,77,56,66,40,68,55
10,97,81,30,61,79,31,89
1,29,30,79,79,48,93,99
50,57,46,100,3,2,70,20
23,26,7,10,81,39,61,43
25,4,18,80,90,57,88,76
49,86,34,95,85,28,86,2
46,69,99,22,68,33,79,87
58,65,3,88,98,43,31,2
39,26,20,44,100,21,56,5
64,45,13,17,53,3,17,43
99,86,20,79,61,47,18,36
73,73,2,36,89,31,21,69
62,98,92,44,21,100,91,10
66,59,86,75,87,41,6,84
18,66,73,45,93,65,62,92
32,91,35,71,94,18,20,33
25,26,81,74,57,100,57,69
82,17,95,95,43,60,17,64
86,37,15,77,16,4,71,34
95,56,46,63,51,77,34,26
2,96,46,0,75,55,83,38
60,18,59,32,47,17,43,32
35,87,17,17,2,51,14,17
39,69,47,20,15,95,26,85
13,2,2,37,19,65,13,57
57,96,16,7,84,57,93,43
31,34,98,60,67,34,77,77
8,55,46,6,25,89,63,36
76,36,89,64,9,87,70,17
33,2,23,79,11,30,53,66
38,76,44,81,5,81,27,100
99,52,9,39,65,66,60,13
10,89,70,27,4,38,52,77
68,49,40,3,4,59,31,31
34,36,36,69,27,19,11,50
23,97,58,56,10,94,60,38
14,38,44,46,65,9,78,16
58,87,74,17,84,72,53,95
27,17,84,99,50,23,16,44
80,91,2,35,21,33,10,27
98,49,68,74,21,14,60,55
65,46,93,32,73,73,91,30
58,81,43,61,83,59,44,49
50,83,75,85,46,63,83,69
70,66,15,25,70,75,23,31
86,42,4,33,3,30,58,31
51,58,24,17,87,89,12,61
71,73,37,64,41,37,53,15
70,100,54,19,51,18,42,79
13,44,84,60,24,69,49,39
93,72,74,78,69,31,49,57
57,24,88,35,12,14,57,50
41,86,69,86,81,93,89,66
62,62,26,55,60,92,26,25
76,45,45,98,15,27,85,50
57,15,52,10,67,73,81,0
41,90,59,68,14,31,92,88
85,77,92,55,25,56,84,63
21,88,35,15,5,25,54,57
39,38,18,48,98,71,82,44
60,80,64,81,43,52,95,9
42,61,63,22,100,48,100,70
84,80,72,57,76,42,1,74
94,81,90,1,82,46,8,19
53,1,1,92,57,48,48,24
80,96,13,5,74,56,73,55
60,85,24,20,6,75,8,56
16,80,22,19,10,39,35,53
37,89,78,100,75,38,6,56
82,79,44,24,23,91,85,53
1,82,29,23,27,16,33,17
91,11,24,88,37,72,11,74
65,99,49,88,93,37,21,77
100,52,60,22,89,3,68,64
47,87,21,13,48,4,13,48
100,49,10,20,22,32,19,60
24,37,80,58,73,10,75,42
45,22,45,7,46,7,11,77
93,21,58,87,18,11,15,7
93,94,66,20,76,48,17,15
94,51,21,85,56,11,84,82
83,51,1,70,74,9,25,1
23,41,21,58,78,18,89,64
45,71,6,27,27,1,35,89
58,67,62,56,31,96,84,44
16,82,67,34,94,48,17,26
88,74,2,16,87,66,56,98
51,80,30,50,94,38,65,26
37,77,34,17,85,89,63,51
8,95,53,71,12,77,67,0
11,89,91,14,61,21,68,93
42,65,28,14,93,8,11,90
83,25,30,67,49,9,63,2
71,22,84,26,83,3,64,37
29,42,68,84,55,87,50,61
57,37,62,25,76,92,57,42
68,12,31,57,31,91,90,33
39,6,22,100,13,91,97,63
69,100,98,97,42,55,48,32
13,85,78,98,28,69,7,54
32,70,13,94,61,7,1,3
6,27,60,93,50,41,67,62
76,5,51,13,10,44,19,39
44,68,88,81,57,71,79,83
36,52,22,50,50,43,50,8
86,0,97,87,72,24,4,35
20,44,78,8,69,44,90,18
81,39,87,37,68,33,64,5
10,27,24,68,41,44,89,98
54,31,17,20,76,98,49,89
78,23,48,20,35,30,64,14
30,6,80,55,50,75,56,29
80,25,76,74,8,76,37,13
24,85,68,80,97,57,73,17
41,68,24,3,57,92,77,4
7,11,60,87,22,60,58,83
17,23,88,92,60,70,35,84
26,91,48,93,6,91,57,16
51,61,14,59,27,34,70,98
68,12,31,49,76,18,63,13
71,60,30,9,42,88,21,58
71,64,74,93,25,55,14,17
79,76,11,26,28,39,26,20
58,6,33,16,10,55,70,0
69,51,26,63,64,83,67,29
31,45,34,100,40,30,91,5
39,33,98,49,96,10,23,15
28,84,23,27,66,47,11,60
41,65,90,53,90,67,75,55
66,77,16,19,49,98,66,68
7,1,11,72,9,79,12,52
89,58,39,63,59,24,52,97
56,21,7,28,30,11,50,76
66,83,92,85,76,31,99,42
65,15,93,47,70,14,73,26
29,38,7,84,12,68,18,48
27,18,63,85,4,39,63,30
60,96,80,3,81,66,8,2
29,64,43,52,92,63,42,65
63,67,41,96,86,44,37,63
34,17,58,22,3,16,89,1
79,62,36,83,43,28,47,99
45,92,15,2,85,37,3,28
23,69,28,95,60,68,30,48
30,95,5,68,51,27,61,95
66,77,40,66,21,40,85,87
17,99,12,32,3,6,80,0
63,39,53,89,90,98,44,34
46,3,2,19,95,99,7,40
9,62,68,51,78,39,6,85
39,3,21,14,51,95,22,65
72,0,50,41,10,98,22,33
11,28,45,96,28,40,12,16
25,21,26,1,10,82,94,88
54,30,50,40,27,57,61,85
36,67,17,57,62,40,71,3
18,43,38,71,15,79,20,93
29,99,48,48,19,72,7,84
60,55,68,37,97,80,64,85
50,64,18,7,47,77,20,47
37,70,97,53,49,11,91,37
44,69,27,55,95,45,90,38
95,64,95,55,38,83,25,56
88,96,67,97,37,34,51,71
86,33,91,86,90,1,31,22
22,58,81,17,33,8,64,73
71,60,91,61,44,56,64,45
79,79,46,45,67,4,0,80
41,34,37,56,76,4,75,19
100,48,45,59,54,20,64,35
59,52,70,52,55,29,9,66
19,91,83,17,33,66,99,20
87,95,24,13,50,4,56,73
18,82,15,86,19,13,59,83
37,62,19,42,97,91,54,37
20,81,77,29,6,4,13,17
7,16,29,82,35,37,85,11
100,70,63,60,54,1,7,28
5,6,67,11,57,61,75,71
96,91,88,35,51,40,45,88
0,87,91,85,5,71,25,29
69,89,42,65,22,54,38,74
72,29,35,50,82,30,90,34
36,42,34,21,22,93,30,74
92,17,86,26,23,50,61,21
85,92,65,18,10,49,94,1
19,60,6,73,92,5,28,74
12,59,33,87,42,3,38,67
77,70,7,50,17,34,89,61
64,58,43,2,86,20,44,34
65,20,69,19,18,57,17,12
76,22,87,82,63,12,60,20
61,38,100,87,76,39,65,37
36,27,43,70,36,10,43,72
10,100,67,65,31,81,35,63
34,17,99,10,41,80,24,27
71,2,87,12,99,86,11,93
59,59,83,36,74,9,1,28
12,73,87,93,86,22,49,94
67,88,10,11,59,87,8,54
13,90,74,18,81,78,31,26
27,36,5,35,72,97,81,21
57,61,43,64,28,9,72,18
78,70,0,17,57,92,30,80
60,27,81,47,77,34,2,34
76,17,49,7,82,91,26,48
12,54,64,46,45,33,41,29
60,13,63,62,54,5,45,57
24,63,76,53,36,73,90,70
37,1,51,9,40,53,38,63
26,37,16,76,78,44,54,41
46,76,96,11,0,14,62,47
32,70,94,91,13,92,39,66
2,29,80,77,80,56,52,79
28,10,23,30,72,41,95,33
65,66,92,24,3,65,79,96
66,53,84,44,67,48,44,60
78,20,94,26,95,4,32,99
67,36,53,99,90,14,39,22
88,2,57,71,17,49,75,23
74,53,37,70,45,7,45,58
11,10,2,17,57,0,76,58
39,29,68,61,39,26,99,91
59,33,59,48,6,16,70,1
47,28,27,8,37,36,62,100
9,24,47,82,35,26,72,17
59,44,95,5,37,95,55,73
45,94,31,96,56,22,92,33
92,11,80,84,69,51,40,48
35,23,9,42,14,77,83,66
95,18,71,45,92,20,65,27
68,13,63,47,89,92,67,91
52,23,68,48,83,89,56,77
6,94,46,84,62,55,13,1
54,67,72,41,20,78,19,77
84,70,67,22,11,80,43,95
4,38,83,88,19,73,62,12
16,52,46,57,83,16,87,81
16,70,49,93,31,87,22,77
59,96,83,15,46,91,76,57
87,8,46,36,96,81,81,18
91,24,3,88,57,27,70,87
70,73,22,55,55,93,58,95
58,2,97,34,6,30,97,4
3,80,86,65,70,50,42,13
46,23,53,24,42,72,10,91
32,74,21,68,60,14,75,89
45,59,28,77,61,51,60,34
61,59,28,85,68,98,47,24
20,36,99,49,98,65,5,53
49,55,6,40,75,19,17,50
21,71,89,58,30,5,94,94
60,60,19,54,26,11,60,56
15,10,56,80,18,79,78,88
55,80,71,1,71,70,52,35
30,31,44,31,46,45,19,91
20,34,51,73,17,95,62,21
45,71,4,91,53,84,53,98
79,53,15,54,14,26,98,28
42,95,13,94,15,78,12,95
80,78,37,76,88,32,70,2
43,96,96,62,26,35,15,57
100,33,81,28,35,83,40,9
70,23,49,47,97,46,2,29
49,8,81,26,26,95,62,96
92,47,39,14,82,3,25,49
52,42,26,92,6,20,57,16
89,87,93,46,1,84,39,78
16,21,10,29,75,16,23,97
12,51,41,19,48,31,88,98
27,82,40,70,48,72,60,4
98,96,82,100,45,40,93,32
23,27,98,5,69,84,7,53
98,23,23,69,98,2,24,88
80,56,40,86,31,22,56,43
37,58,30,50,18,70,74,68
1,99,47,36,46,98,16,100
46,2,7,1,18,74,22,15
97,75,83,21,53,70,38,40
92,99,48,93,13,1,51,80
14,0,93,8,42,6,66,41
50,74,16,85,70,70,6,95
46,15,34,27,78,36,91,18
49,8,88,26,5,50,10,83
79,58,23,86,22,38,58,10
8,6,61,79,88,37,16,89
67,8,91,52,24,31,75,81
45,20,37,68,68,50,30,99
3,97,42,76,11,7,50,44
42,14,49,2,32,55,70,37
60,66,37,98,8,49,88,4
11,6,78,34,74,27,85,56
38,49,78,60,54,70,39,88
10,26,26,92,79,90,26,88
49,73,19,9,29,31,47,25
28,72,14,12,88,75,85,64
12,59,3,17,42,4,13,10
92,57,99,16,85,43,17,79
31,91,53,15,65,31,12,14
25,75,12,58,86,92,92,99
73,54,77,53,44,29,47,26
94,64,14,49,89,77,14,17
3,25,38,15,9,13,91,95
10,59,0,88,59,44,78,26
82,41,62,90,53,37,16,97
55,91,86,78,10,60,41,49
0,4,33,64,9,12,29,36
38,68,46,30,100,48,45,23
76,70,85,2,87,19,18,8
100,37,29,75,0,6,25,95
69,24,72,33,59,80,43,76
86,46,42,65,18,8,39,80
72,95,69,34,75,83,89,73
8,98,50,47,86,76,95,27
59,77,63,23,88,45,63,66
96,12,19,18,0,88,41,72
12,2,18,82,12,24,33,58
55,80,74,43,42,70,47,44
65,30,59,12,45,53,53,81
58,57,85,20,9,99,52,18
40,1,8,91,30,8,88,10
39,69,22,73,49,43,39,22
35,56,78,42,64,78,12,14
24,82,82,50,75,82,1,33
67,2,40,75,47,78,19,24
55,75,43,26,76,39,7,3
26,78,7,100,5,70,63,38
61,12,94,41,87,1,53,11
37,81,86,37,43,58,5,68
76,28,33,71,19,38,88,28
49,23,70,31,56,78,8,91
85,51,95,32,36,2,84,25
21,72,56,98,85,59,62,8
6,85,50,71,75,17,35,89
22,89,62,5,9,48,32,75
58,44,72,64,17,97,93,36
58,96,86,92,31,29,39,9
76,93,2,61,2,33,88,91
97,39,31,12,98,58,55,17
73,93,73,4,57,2,60,95
11,74,14,69,59,74,89,66
11,10,4,3,81,97,19,41
11,12,78,61,76,38,0,81
0,82,50,40,88,52,22,72
56,48,14,94,82,36,16,9
86,21,97,65,47,15,28,68
85,84,30,97,29,84,38,16
84,13,57,47,71,59,50,28
96,1,49,0,3,45,79,73
5,78,0,87,23,53,77,21
41,63,89,48,20,56,38,18
23,45,22,68,75,20,47,27
11,96,33,70,65,81,48,47
62,0,50,2,94,35,57,64
11,89,48,49,1,83,26,70
1,34,43,96,28,37,3,62
58,19,88,74,12,100,80,58
17,76,80,61,79,83,80,10
87,88,88,11,81,43,52,74
36,70,91,95,64,8,5,6
30,37,14,64,61,50,74,69
30,31,33,96,100,32,77,21
45,14,93,68,89,7,47,27
7,44,70,88,26,31,85,8
14,88,79,96,6,71,89,29
73,39,95,58,18,22,88,87
39,66,72,34,90,39,90,23
0,80,50,10,92,11,65,2
85,25,87,67,53,5,16,43
0,21,84,2,83,79,24,70
43,41,96,61,20,43,45,58
33,39,62,38,63,43,9,98
69,100,75,54,3,63,43,9
18,82,66,16,80,71,82,87
26,61,16,23,6,22,32,70
77,82,27,66,3,37,85,13
57,78,58,54,62,12,13,99
56,67,47,83,29,87,2,79
59,94,33,72,91,13,42,81
74,76,94,99,55,7,14,97
23,8,31,45,4,52,71,43
5,9,91,10,2,96,59,77
51,18,91,74,95,76,56,27
98,35,26,84,31,60,9,50
53,84,53,55,8,23,65,14
22,90,24,28,65,70,57,97
78,67,85,99,91,78,100,34
61,79,94,90,7,68,91,88
61,15,98,50,37,67,5,1
69,69,83,57,38,57,90,61
63,47,33,75,92,55,16,67
80,16,14,63,73,20,58,83
80,78,91,73,61,56,18,20
79,71,65,79,61,92,83,10
3,37,34,78,78,98,84,70
85,100,89,93,24,94,34,94
35,43,12,94,46,82,12,3
19,64,99,38,89,65,8,5
22,21,6,2,4,56,96,70
100,42,81,58,36,94,17,9
6,61,42,16,25,42,27,37
93,35,53,37,52,45,31,92
82,32,71,37,24,38,66,42
82,79,22,40,7,91,0,97
31,54,41,59,87,11,20,70
85,21,42,94,11,84,54,97
36,5,87,34,25,26,87,38
73,46,57,44,98,10,7,52
38,60,58,32,15,89,89,95
31,97,38,75,64,4,49,79
12,6,60,9,1,81,80,79
57,30,86,44,76,69,87,24
11,27,84,15,100,89,77,31
49,43,3,5,13,15,0,93
7,84,62,76,11,67,70,8
2,92,80,72,98,78,50,84
39,12,12,66,38,89,7,8
12,53,21,62,28,23,23,83
15,15,70,4,49,78,73,75
69,9,51,82,46,54,25,24
84,19,0,45,85,93,59,83
71,59,92,52,91,99,5,75
15,55,24,51,14,56,75,63
62,57,37,36,22,46,54,88
8,82,61,23,67,67,64,94
32,67,11,53,47,48,67,2
1,24,16,47,57,49,17,42
44,50,49,89,76,46,62,16
49,28,82,94,41,65,35,21
36,78,20,29,22,2,61,69
21,72,14,70,85,7,41,65
9,13,15,61,97,43,26,31
97,68,14,89,96,64,62,46
1,90,88,61,3,54,61,92
28,36,34,66,36,47,84,88
9,63,55,64,94,87,13,36
73,62,35,30,64,2,25,75
37,40,14,93,22,34,88,58
16,72,36,7,68,86,58,50
60,32,79,91,63,35,50,37
48,52,39,53,17,95,92,48
36,91,11,34,18,53,18,70
56,82,48,18,18,93,43,35
13,15,17,99,29,31,71,59
1,97,90,78,93,35,94,51
15,75,26,52,7,5,57,93
40,76,15,74,12,62,22,64
6,10,80,44,20,98,4,78
30,6,24,76,100,60,5,57
81,10,65,67,11,67,11,90
72,40,41,52,85,63,85,79
69,70,11,33,36,0,85,80
74,2,53,60,3,75,63,100
57,55,11,6,69,36,73,5
90,5,33,29,3,9,23,31
33,30,39,75,31,73,56,71
81,23,36,71,54,51,30,21
27,45,38,33,55,84,22,63
61,26,62,19,31,37,63,83
46,34,62,55,47,97,38,90
67,67,58,80,38,29,53,83
52,91,51,67,75,100,71,28
88,34,87,100,75,86,26,97
84,95,14,89,67,68,48,73
60,30,81,31,79,15,46,66
5,64,72,83,1,69,99,1
56,60,46,79,7,15,24,81
29,79,60,94,12,24,55,12
57,88,10,34,49,80,64,23
23,16,40,85,13,33,48,13
91,79,82,21,1,36,11,38
0,66,85,41,44,11,76,36
57,41,56,48,76,47,23,44
91,30,82,92,8,0,7,44
88,83,52,82,22,1,47,69
0,27,90,73,46,91,32,71
85,51,74,42,33,95,65,26
95,33,93,67,59,17,27,68
29,24,93,36,65,17,34,44
91,83,37,8,34,73,23,14
18,2,30,10,96,86,15,67
99,13,17,2,85,7,27,28
20,8,57,88,44,38,25,50
36,9,80,51,95,81,80,47
42,41,19,97,13,65,65,74
93,20,90,51,29,57,72,93
0,60,25,24,96,91,63,54
89,80,100,75,60,61,72,79
78,31,78,93,92,66,28,36
18,80,85,21,50,9,32,3
69,1,69,88,38,78,12,32
49,85,29,73,9,12,43,41
33,76,4,70,77,13,40,85
57,49,36,42,67,61,33,67
17,25,68,65,51,10,21,81
65,3,53,96,72,61,16,28
98,80,97,4,96,57,41,40
78,73,5,42,0,44,97,74
89,60,70,6,29,38,80,65
13,30,80,14,40,57,89,64
45,23,9,18,32,51,32,76
79,41,55,39,73,12,58,14
2,62,78,20,94,19,12,47
59,73,61,78,75,57,67,21
57,67,2,88,34,17,57,57
77,52,71,26,24,71,73,42
29,14,32,48,36,90,18,59
22,97,87,41,19,47,45,93
61,82,42,72,45,95,66,8
39,16,100,23,12,87,83,81
67,8,74,17,68,39,76,29
49,70,2,97,91,12,78,38
66,82,79,49,99,36,34,68
98,45,15,64,43,94,26,93
0,19,51,96,79,83,81,3
19,69,23,94,33,86,40,37
31,39,27,4,82,10,19,43
17,20,7,3,39,87,21,37
91,42,76,16,78,43,80,48
0,16,99,87,2,54,46,55
40,18,4,19,52,27,33,28
45,35,58,76,0,24,31,35
77,27,98,84,5,45,98,9
9,59,70,29,90,87,68,7
89,14,66,97,92,7,84,65
79,28,79,72,66,17,72,63
51,91,96,43,95,31,47,78
52,20,13,42,55,52,74,60
48,15,94,77,70,59,76,28
60,39,15,77,82,25,26,18
18,14,34,66,76,87,39,74
16,34,17,20,7,57,7,34
40,66,62,12,6,66,31,33
37,18,98,26,71,72,64,16
82,44,50,80,73,83,12,50
94,96,56,91,89,41,92,65
61,53,22,70,7,65,96,67
42,2,74,5,71,87,23,37
43,95,69,67,50,98,27,16
44,36,33,89,38,68,69,11
93,9,66,73,38,81,8,47
20,39,89,55,97,98,53,73
71,32,57,57,19,50,99,49
24,64,76,89,3,6,52,40
17,27,79,33,42,90,79,89
84,96,91,88,54,91,41,46
22,34,2,53,56,24,70,47
24,24,43,69,11,77,80,11
6,17,96,33,73,15,25,51
55,4,8,66,83,31,61,52
45,34,69,94,58,60,99,84
83,52,31,56,13,48,29,32
90,72,37,38,37,48,68,83
3,42,17,84,49,23,15,34
40,9,70,45,23,60,39,64
58,0,55,90,48,41,39,5
71,89,10,83,48,40,9,11
72,18,0,29,18,67,7,95
46,36,17,100,50,84,71,46
88,86,39,79,45,45,84,33
72,54,0,7,66,36,90,17
37,100,43,36,56,84,4,65
89,37,93,98,54,89,6,7
47,27,56,56,95,20,40,4
32,76,50,52,65,70,32,92
84,78,44,33,85,76,80,59
68,35,11,70,96,13,54,32
24,93,29,20,10,94,34,20
25,96,45,75,0,89,21,18
20,43,7,1,64,61,39,24
20,46,1,39,76,73,16,84
20,93,29,99,94,75,7,7
58,59,14,47,16,44,31,9
60,40,22,34,97,11,5,29
80,53,5,74,55,36,98,56
68,1,2,14,21,34,65,91
53,72,28,81,12,94,37,33
88,52,83,36,71,96,33,40
77,42,77,40,78,52,10,28
43,66,65,32,68,52,69,81
80,31,79,98,61,21,47,31
58,8,21,26,64,51,39,100
19,46,16,1,82,92,4,54
84,71,18,14,67,65,27,62
69,33,14,83,47,86,83,19
4,5,62,89,94,79,56,45
2,50,6,49,71,25,55,71
15,52,21,61,14,33,45,15
36,47,84,78,44,17,85,89
84,44,63,7,91,47,2,94
59,91,41,6,2,90,28,100
42,77,7,10,28,51,57,71
95,70,76,61,100,63,32,48
29,0,44,27,17,17,17,87
75,87,76,97,18,48,98,70
65,62,41,13,62,68,3,65
86,18,96,21,98,50,78,40
74,52,84,12,19,52,93,31
10,77,60,74,87,75,88,60
84,18,30,80,13,29,8,25
5,17,12,22,30,23,37,62
42,3,35,67,12,36,51,11
10,75,93,28,92,38,52,39
16,35,61,47,11,34,15,62
33,11,77,50,29,65,27,14
96,36,2,100,35,96,44,7
6,11,65,11,15,73,30,70
55,44,68,67,4,59,13,0
15,21,63,2,54,54,29,84
2,40,46,43,68,99,50,55
1,92,76,72,85,69,37,68
49,17,12,32,43,49,35,10
87,4,84,46,90,59,21,61
96,46,51,8,71,4,84,47
9,97,40,84,18,37,3,34
34,31,12,13,63,44,83,75
70,44,50,84,9,9,64,56
57,16,45,48,5,9,66,32
70,91,38,82,53,36,16,87
0,87,54,38,67,31,40,19
59,27,28,80,17,83,35,60
62,50,68,48,14,24,65,67
17,11,22,98,77,63,54,91
90,51,84,85,7,1,6,21
56,77,30,30,5,26,80,32
6,6,4,55,44,69,92,59
79,2,67,11,69,3,6,32
66,65,85,97,2,36,53,99
27,7,65,22,21,86,88,11
88,95,7,43,41,56,69,75
84,0,98,79,79,57,30,47
83,49,59,5,36,49,75,61
54,6,100,61,89,39,53,49
17,17,18,82,35,88,64,84
80,70,43,65,70,30,21,17
21,87,16,9,33,20,28,7
70,78,2,33,76,84,86,4
87,41,91,13,78,23,14,74
84,99,48,72,10,28,22,22
16,74,49,19,69,13,97,17
29,21,31,84,19,39,70,86
3,6,41,69,67,39,71,15
19,62,55,16,72,73,57,2
3,47,79,50,51,32,52,41
21,83,75,36,54,30,79,14
35,21,22,69,3,95,78,7
60,6,56,39,5,93,16,88
68,34,62,92,71,9,82,2
79,49,86,72,52,38,17,89
17,54,61,68,5,16,4,11
73,40,3,57,33,64,18,10
21,29,9,89,69,44,22,5
66,19,96,5,57,13,52,13
15,23,42,81,88,5,82,92
2,10,52,29,97,14,97,29
8,73,84,71,82,32,54,96
71,42,92,85,56,75,31,81
29,38,86,6,99,72,72,94
14,93,16,49,37,23,18,23
7,19,43,76,22,45,92,18
10,8,56,17,54,6,100,58
6,71,50,24,58,28,9,69
82,22,19,71,33,18,81,9
99,11,42,75,12,41,12,53
60,27,23,43,31,100,12,24
94,27,64,0,80,74,14,43
57,86,6,81,82,20,25,48
94,39,13,40,46,30,6,35
92,10,20,31,48,1,68,63
71,83,2,25,23,3,66,54
2,2,15,6,26,93,88,87
49,31,7,54,71,36,25,70
48,10,14,83,53,20,59,61
7,39,7,4,15,97,54,92
80,24,71,37,13,31,28,95
32,36,16,33,8,71,70,73
56,55,46,4,60,38,14,19
74,79,92,63,92,71,87,15
43,100,36,78,41,23,50,73
69,49,39,45,39,54,90,69
86,52,73,20,87,40,6,54
8,47,2,61,65,67,94,90
98,98,73,53,9,34,35,47
66,2,90,45,80,82,62,55
49,52,51,39,99,23,15,50
50,43,5,96,47,58,24,94
19,100,32,64,99,14,76,12
43,25,48,50,64,74,54,35
100,62,23,13,77,68,83,4
2,65,17,69,60,53,54,80
48,10,41,79,0,15,98,94
47,18,99,29,67,98,66,66
24,7,89,43,94,100,69,25
62,4,82,19,99,43,75,90
87,6,36,40,61,11,49,17
21,81,44,31,78,99,69,51
65,79,12,84,14,94,65,57
2,81,30,26,39,86,72,77
77,5,4,62,3,96,61,4
83,1,92,17,75,44,37,79
33,79,0,49,80,34,67,29
22,54,22,63,53,4,34,98
40,82,45,35,1,52,96,61
26,37,80,54,76,38,77,75
18,91,8,69,98,96,82,51
66,26,45,27,28,80,51,90
52,40,31,9,81,98,65,96
69,95,95,56,72,54,44,13
85,44,69,71,23,2,6,27
7,34,97,70,46,41,84,37
14,48,95,31,11,61,38,26
20,22,16,89,18,82,17,69
77,7,9,15,72,17,65,4
8,62,69,98,0,67,2,60
19,62,96,22,8,27,56,40
35,25,81,12,64,96,86,90
7,23,47,62,86,53,52,4
19,98,63,89,22,94,74,87
32,31,76,33,92,31,100,65
64,61,28,75,56,16,48,23
54,9,77,72,90,20,19,23
77,81,45,7,25,47,29,24
64,12,47,62,91,79,92,39
23,51,14,70,37,63,97,75
43,82,12,80,91,95,21,97
25,29,4,59,85,44,25,1
40,56,23,88,79,14,44,20
95,35,52,49,67,69,55,6
24,94,61,5,14,26,99,27
67,11,76,47,6,5,31,39
78,26,94,67,68,16,75,47
48,8,22,68,43,10,22,29
83,83,72,14,12,60,54,74
59,91,1,8,26,15,93,63
39,13,57,85,29,9,19,20
24,2,80,21,79,91,93,78
64,63,95,84,55,51,62,46
72,95,32,9,28,95,37,4
9,99,47,23,24,63,37,35
35,23,20,24,34,81,21,19
73,42,51,56,45,23,3,40
89,26,30,98,64,6,74,59
50,27,55,43,69,43,89,29
76,39,24,91,81,40,2,15
24,45,8,35,11,52,98,77
34,50,35,58,51,79,56,94
25,43,63,84,94,65,36,76
71,15,80,34,52,11,68,70
24,92,29,76,89,32,87,52
92,92,59,63,46,39,54,28
31,10,36,32,24,43,1,100
48,13,95,71,7,64,14,85
73,90,74,61,39,65,100,48
14,68,8,45,81,73,52,23
16,25,61,5,30,43,47,96
64,65,59,5,48,51,93,7
73,4,88,21,23,39,91,21
5,80,54,89,14,52,58,36
22,28,80,19,74,22,54,30
100,18,10,24,57,11,1,58
74,49,32,23,43,87,72,49
94,73,38,91,98,20,94,26
80,76,96,18,31,64,22,11
23,99,79,95,12,72,96,64
19,19,100,6,59,89,80,34
46,76,48,66,78,40,11,40
13,61,15,40,84,64,26,94
15,59,43,100,88,19,62,40
31,78,54,6,72,35,43,65
5,66,8,73,19,50,68,81
56,68,44,39,30,38,79,99
26,5,81,25,72,70,51,57
2,90,39,96,88,62,12,78
37,81,27,49,51,62,16,55
42,21,18,54,91,87,57,49
52,64,78,2,11,41,44,27
37,29,55,88,77,40,61,22
62,82,44,8,48,80,18,68
65,89,9,10,13,11,79,8
29,25,10,11,91,10,4,20
81,14,56,53,75,14,41,33
88,22,1,84,65,97,72,38
87,6,90,62,93,66,10,18
13,12,67,93,20,34,23,46
70,49,85,9,47,63,73,26
56,77,50,8,13,7,90,51
37,7,89,96,35,65,43,42
93,37,12,54,37,47,18,26
35,10,17,38,11,46,74,45
38,59,85,62,63,84,89,57
82,68,16,62,89,58,80,41
76,38,63,93,31,91,52,16
59,56,54,75,84,74,48,58
42,43,8,56,93,39,35,57
98,82,79,58,55,48,96,33
75,48,45,13,50,17,9,38
0,57,91,78,8,1,52,69
55,58,62,5,21,12,89,79
0,39,2,17,2,85,44,56
7,2,71,90,27,80,42,80
0,68,22,25,78,65,72,94
60,55,0,0,12,20,36,7
6,85,22,99,59,42,71,60
64,11,67,87,30,81,21,98
81,45,50,91,5,66,41,37
8,88,3,98,39,10,46,76
86,32,15,48,98,19,16,76
12,71,53,97,9,41,99,11
45,69,66,56,93,16,6,53
10,85,99,80,75,28,8,37
37,17,67,55,10,31,59,88
35,69,93,27,17,11,18,32
70,27,4,67,48,43,41,21
93,78,56,16,22,99,84,96
95,84,33,65,0,18,81,98
56,39,29,88,38,95,52,50
47,28,48,91,79,71,72,0
17,2,86,96,25,13,72,37
55,20,42,67,83,34,45,24
14,29,52,40,92,83,99,96
66,94,4,42,38,21,1,23
78,93,0,25,44,3,58,40
33,52,43,61,91,9,38,45
18,89,89,40,42,73,74,93
24,85,76,60,53,21,6,12
80,82,41,81,6,11,68,21
7,90,69,92,4,82,24,19
5,25,41,92,42,43,50,74
18,97,70,5,67,64,35,55
12,97,8,69,16,88,54,99
97,77,45,43,65,60,84,75
72,98,66,82,69,99,94,35
56,35,66,23,99,40,34,57
98,72,66,36,83,41,85,56
52,4,28,78,68,54,10,94
43,75,25,45,40,56,57,28
20,42,7,46,79,61,97,13
29,63,44,63,0,98,84,49
90,82,56,40,8,79,6,67
18,22,98,61,6,14,56,19
12,59,24,6,35,71,62,85
97,82,19,88,6,59,26,24
34,0,86,0,5,99,48,76
78,0,69,43,22,64,56,93
62,19,22,12,96,77,4,97
93,33,16,65,22,39,39,39
44,96,27,53,10,54,4,0
84,64,37,34,63,11,92,100
16,61,33,77,13,57,85,79
38,42,47,66,38,95,16,33
5,72,56,25,31,60,53,54
96,9,9,34,32,37,60,31
2,56,54,15,49,37,77,41
51,97,95,50,36,68,89,67
78,27,46,58,14,83,65,64
26,55,8,81,39,9,59,18
71,28,4,79,5,6,57,36
81,99,96,42,22,59,4,60
33,74,70,80,54,78,89,61
83,3,31,37,23,50,17,56
61,15,74,86,65,4,93,65
35,22,56,45,25,63,76,93
54,85,64,64,42,26,69,43
83,8,53,49,57,88,27,94
17,38,43,97,28,32,46,71
31,96,94,14,76,19,85,32
66,87,32,51,18,10,46,98
